antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'JAM MAKING SET PRINTED'}),0.055441478439425054,0.05594095121815861,0.023308729674232753,0.4204204204204204,7.515432098765431,1.0,0.020207280633390286,1.6288687214733326,0.9178260869565218,0.2646502835538752,0.38607698286729497,0.4185435435435435
frozenset({'JAM MAKING SET PRINTED'}),frozenset({'JAM MAKING SET WITH JARS'}),0.05594095121815861,0.055441478439425054,0.023308729674232753,0.41666666666666663,7.515432098765431,1.0,0.020207280633390286,1.6192431798181284,0.9183116806772089,0.2646502835538752,0.382427536231884,0.4185435435435435
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.11998446084688384,0.05971474554636772,0.022420778067595317,0.1868640148011101,3.1292775861535342,1.0,0.015255936518605528,1.1563690103121462,0.7732106943430676,0.14255469301340862,0.1352241446438767,0.28116434940799
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.05971474554636772,0.11998446084688384,0.022420778067595317,0.37546468401486993,3.1292775861535342,1.0,0.015255936518605528,1.4090725001915967,0.7236500017823302,0.14255469301340862,0.290313309028438,0.28116434940799
frozenset({'WOODEN FRAME ANTIQUE WHITE '}),frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),0.05227815084077918,0.05971474554636772,0.029302403019035462,0.5605095541401274,9.386451353207208,1.0,0.026180626543943705,2.139489636945221,0.9427486198874616,0.3543624161073825,0.5325988110754267,0.5256079369213649
frozenset({'WOODEN PICTURE FRAME WHITE FINISH'}),frozenset({'WOODEN FRAME ANTIQUE WHITE '}),0.05971474554636772,0.05227815084077918,0.029302403019035462,0.49070631970260226,9.386451353207208,1.0,0.026180626543943705,1.8608553096629958,0.9502046970322955,0.3543624161073825,0.46261270566968377,0.5256079369213649
frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.03906987069204728,0.11998446084688384,0.02597258449414507,0.6647727272727273,5.540490181649988,1.0,0.021284807123802308,2.625131099846584,0.8528305332810098,0.19516263552960803,0.6190666439255391,0.4406194811201749
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'RED HANGING HEART T-LIGHT HOLDER'}),0.11998446084688384,0.03906987069204728,0.02597258449414507,0.21646623496762257,5.540490181649988,1.0,0.021284807123802308,1.226405513319831,0.9312455498367084,0.19516263552960803,0.18460901460476992,0.4406194811201749
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'LUNCH BAG RED RETROSPOT'}),0.10738664742771518,0.07725178977745713,0.029468893945279982,0.2744186046511628,3.552262095696338,1.0,0.02117308323328822,1.271736315370812,0.8049277311066056,0.18991416309012876,0.21367347309853268,0.3279420609462711
frozenset({'LUNCH BAG RED RETROSPOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.07725178977745713,0.10738664742771518,0.029468893945279982,0.38146551724137934,3.552262095696338,1.0,0.02117308323328822,1.4431100891760982,0.7786406223082122,0.18991416309012876,0.3070521732885112,0.3279420609462711
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06432099450579944,0.10738664742771518,0.04356512570064931,0.6773080241587575,6.30719032936261,1.0,0.036657909741455025,2.766146726286839,0.8992943007608557,0.3399740147249891,0.6384862775004135,0.5414963893403606
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.10738664742771518,0.06432099450579944,0.04356512570064931,0.40568475452196384,6.307190329362611,1.0,0.036657909741455025,1.5743816309837202,0.9426822874178081,0.3399740147249891,0.36482998764716884,0.5414963893403606
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.06271158221876907,0.06432099450579944,0.028025972584494144,0.4469026548672566,6.948005986240808,1.0,0.023992301249150708,1.6917076419335144,0.9133515340994693,0.2830717488789237,0.4088813130517851,0.4413115517649484
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.06432099450579944,0.06271158221876907,0.028025972584494144,0.43572044866264015,6.948005986240808,1.0,0.023992301249150708,1.661035590532793,0.9149225420762717,0.2830717488789237,0.3979659402245315,0.4413115517649484
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06271158221876907,0.10738664742771518,0.038736888839558246,0.6176991150442479,5.752103542109718,1.0,0.03200250227019712,2.334845112052505,0.8814261872692777,0.2948880439374737,0.5717060652811679,0.4892113146280671
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.10738664742771518,0.06271158221876907,0.038736888839558246,0.36072351421188636,5.752103542109717,1.0,0.03200250227019712,1.4661706454378998,0.9255413377761025,0.2948880439374737,0.3179511517901581,0.4892113146280671
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.06271158221876907,0.06287807314501359,0.028469948387812864,0.4539823008849558,7.22004155308563,1.0,0.024526764934021568,1.7162848903502992,0.9191371894252311,0.29314285714285715,0.4173461494519731,0.4533812651821072
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.06287807314501359,0.06271158221876907,0.028469948387812864,0.4527802294792586,7.22004155308563,1.0,0.024526764934021568,1.7128189957195723,0.9193004851476211,0.29314285714285715,0.4161671475508769,0.4533812651821072
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.028025972584494144,0.10738664742771518,0.022476275043010155,0.801980198019802,7.4681556527745805,1.0,0.01946665980626027,4.5076974304900395,0.8910712699681526,0.19901719901719903,0.7781572487017416,0.5056412618005987
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.038736888839558246,0.06432099450579944,0.022476275043010155,0.5802292263610315,9.020837299222974,1.0,0.019984679828789164,2.2290237059213376,0.924976247344086,0.27892561983471076,0.5513730978528723,0.4648341990303863
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.04356512570064931,0.06271158221876907,0.022476275043010155,0.5159235668789809,8.226926328842794,1.0,0.019744237080762877,1.9362405472585955,0.9184607802262826,0.2682119205298013,0.4835352449281992,0.4371653232624993
frozenset({'JUMBO STORAGE BAG SUKI'}),"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",0.06271158221876907,0.04356512570064931,0.022476275043010155,0.3584070796460177,8.226926328842794,1.0,0.019744237080762877,1.490719183390712,0.9372226352312011,0.2682119205298013,0.3291828460103048,0.4371653232624993
frozenset({'JUMBO BAG PINK POLKADOT'}),"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",0.06432099450579944,0.038736888839558246,0.022476275043010155,0.34943917169974115,9.020837299222974,1.0,0.019984679828789164,1.4775914400994057,0.9502677093859379,0.27892561983471076,0.32322293371385236,0.4648341990303863
frozenset({'JUMBO BAG RED RETROSPOT'}),"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT'})",0.10738664742771518,0.028025972584494144,0.022476275043010155,0.20930232558139536,7.4681556527745805,1.0,0.01946665980626027,1.2292612699666692,0.9702948409737766,0.19901719901719903,0.18650328906310168,0.5056412618005987
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.028469948387812864,0.10738664742771518,0.02131083855929852,0.7485380116959065,6.970494280490201,1.0,0.01825354624949121,3.5496949602293197,0.8816383489946306,0.18604651162790697,0.7182856523718316,0.47349381204950364
"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.038736888839558246,0.06287807314501359,0.02131083855929852,0.5501432664756447,8.749365859333313,1.0,0.018875137629434515,2.08315638517446,0.9213980981660027,0.2653766413268832,0.519959227681194,0.4445332395926326
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO STORAGE BAG SUKI'}),0.03646151284754981,0.06271158221876907,0.02131083855929852,0.5844748858447488,9.320046874368611,1.0,0.019024279398538693,2.2556721263086765,0.9264854639442461,0.2736992159657876,0.5566731581524382,0.46214894734715317
frozenset({'JUMBO STORAGE BAG SUKI'}),"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",0.06271158221876907,0.03646151284754981,0.02131083855929852,0.3398230088495576,9.320046874368611,1.0,0.019024279398538693,1.459515402791245,0.9524329815264372,0.2736992159657876,0.314841078012912,0.46214894734715317
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO BAG RED RETROSPOT'})",0.06287807314501359,0.038736888839558246,0.02131083855929852,0.3389232127096205,8.749365859333311,1.0,0.018875137629434515,1.4540869224896935,0.9451342211496703,0.2653766413268832,0.312283203614956,0.4445332395926326
frozenset({'JUMBO BAG RED RETROSPOT'}),"frozenset({'JUMBO STORAGE BAG SUKI', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",0.10738664742771518,0.028469948387812864,0.02131083855929852,0.1984496124031008,6.970494280490201,1.0,0.01825354624949121,1.2120636040422836,0.9595847387154937,0.18604651162790697,0.17496078863769413,0.47349381204950364
frozenset({'JUMBO STORAGE BAG SUKI'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.06271158221876907,0.0505022476275043,0.023253232698817915,0.3707964601769912,7.342177380141983,1.0,0.020086156844493046,1.5090470607326585,0.921595321749155,0.2584824182603332,0.3373301429615526,0.41561801030827583
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO STORAGE BAG SUKI'}),0.0505022476275043,0.06271158221876907,0.023253232698817915,0.46043956043956047,7.342177380141982,1.0,0.020086156844493046,1.7371333201240737,0.9097447769607506,0.2584824182603332,0.42433894484933626,0.41561801030827583
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.06432099450579944,0.0505022476275043,0.022587268993839837,0.3511647972389991,6.953448880713764,1.0,0.01933891420166061,1.4633881582443116,0.9150429465376084,0.24488567990373047,0.3166543036676326,0.39920877224587326
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.0505022476275043,0.06432099450579944,0.022587268993839837,0.44725274725274733,6.953448880713765,1.0,0.01933891420166061,1.6927791153075997,0.9017256460707277,0.24488567990373047,0.4092554716931942,0.39920877224587326
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.10738664742771518,0.0505022476275043,0.031633275986458737,0.29457364341085274,5.832881846835336,1.0,0.026210008926176767,1.3459913192972743,0.9282385895103339,0.2505494505494506,0.2570531580232717,0.4604736348922396
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.0505022476275043,0.10738664742771518,0.031633275986458737,0.6263736263736264,5.832881846835336,1.0,0.026210008926176767,2.389053384825821,0.8726278259211065,0.2505494505494506,0.5814241714515278,0.4604736348922396
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),0.06287807314501359,0.0505022476275043,0.022975747821743716,0.3654015887025596,7.2353529965180465,1.0,0.01980026380143391,1.4962182940723752,0.9196132519235269,0.25414364640883985,0.33164832701101304,0.4101733218238073
frozenset({'JUMBO  BAG BAROQUE BLACK WHITE'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.0505022476275043,0.06287807314501359,0.022975747821743716,0.454945054945055,7.2353529965180465,1.0,0.01980026380143391,1.7193164383831405,0.9076269432451152,0.25414364640883985,0.4183735014245497,0.4101733218238073
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.06432099450579944,0.04523003496309451,0.02020089905100172,0.31406384814495253,6.943701202115214,1.0,0.017291658220643404,1.3919225024877653,0.9148271805300277,0.22608695652173916,0.28156919784491397,0.3803448075080591
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.04523003496309451,0.06432099450579944,0.02020089905100172,0.4466257668711657,6.943701202115215,1.0,0.017291658220643404,1.6908611740083672,0.8965348909402618,0.22608695652173916,0.40858539105880987,0.3803448075080591
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.04523003496309451,0.10738664742771518,0.027082524002441866,0.5987730061349693,5.575860877284761,1.0,0.022225422184716806,2.2247091203254192,0.8595321665567672,0.21573828470380196,0.5505030339185534,0.42548469428195496
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.10738664742771518,0.04523003496309451,0.027082524002441866,0.2521963824289406,5.575860877284762,1.0,0.022225422184716806,1.2767656408751984,0.9193851898434856,0.21573828470380196,0.21677090298692633,0.42548469428195496
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),0.06287807314501359,0.04523003496309451,0.022254287141350797,0.353927625772286,7.825057532258676,1.0,0.019410309694589817,1.477806516921877,0.930727781990009,0.2592113768584357,0.32332143041099864,0.4229760828247933
frozenset({'JUMBO BAG PINK VINTAGE PAISLEY'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.04523003496309451,0.06287807314501359,0.022254287141350797,0.49202453987730066,7.825057532258677,1.0,0.019410309694589817,1.844817319774913,0.9135241412859388,0.2592113768584357,0.45794090868465476,0.4229760828247933
frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.043343137798989954,0.06265608524335424,0.02103335368222432,0.48527528809218956,7.745062370357098,1.0,0.018317642345576354,1.8210587000620408,0.9103425854580953,0.24755062050947096,0.45086888194986163,0.4104852968361745
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'PACK OF 60 PINK PAISLEY CAKE CASES'}),0.06265608524335424,0.043343137798989954,0.02103335368222432,0.3356953055801594,7.745062370357097,1.0,0.018317642345576354,1.4400874632332539,0.9290992000074983,0.24755062050947096,0.3055977324079877,0.4104852968361745
frozenset({'60 TEATIME FAIRY CAKE CASES'}),frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),0.04178922248737444,0.06265608524335424,0.022698262944669517,0.5431606905710491,8.668921597342544,1.0,0.02007991385824709,2.0518022320109135,0.9232263076493028,0.27766463000678887,0.5126235928596645,0.4527140919640011
frozenset({'PACK OF 72 RETROSPOT CAKE CASES'}),frozenset({'60 TEATIME FAIRY CAKE CASES'}),0.06265608524335424,0.04178922248737444,0.022698262944669517,0.3622674933569531,8.668921597342546,1.0,0.02007991385824709,1.502527733071881,0.9437788885655928,0.27766463000678887,0.3344548802733081,0.4527140919640011
frozenset({'RED RETROSPOT CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.050113768799600424,0.03734946445418725,0.02541761473999667,0.5071982281284606,13.579799216414163,1.0,0.023545892313550636,1.9534234462873454,0.9752338525407418,0.4096601073345259,0.48807822395057837,0.5938665732024175
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'RED RETROSPOT CHARLOTTE BAG'}),0.03734946445418725,0.050113768799600424,0.02541761473999667,0.6805349182763744,13.579799216414163,1.0,0.023545892313550636,2.9733648074319476,0.9623026991864024,0.4096601073345259,0.6636806901391674,0.5938665732024175
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'CHARLOTTE BAG SUKI DESIGN'}),0.03734946445418725,0.044619568233531276,0.021810311338032077,0.5839524517087666,13.087362223060031,1.0,0.020143794360332617,2.296325109210119,0.9594243959713528,0.3625461254612546,0.5645215932233671,0.5363792109290102
frozenset({'CHARLOTTE BAG SUKI DESIGN'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.044619568233531276,0.03734946445418725,0.021810311338032077,0.4888059701492537,13.087362223060033,1.0,0.020143794360332617,1.8831411936224658,0.9667252728736035,0.3625461254612546,0.4689723726576388,0.5363792109290102
frozenset({'WOODLAND CHARLOTTE BAG'}),frozenset({'STRAWBERRY CHARLOTTE BAG'}),0.037793440257505966,0.03734946445418725,0.02075586880515012,0.5491923641703378,14.704156329844452,1.0,0.01934430405165095,2.1353909273833827,0.9685986948392544,0.3816326530612245,0.531701672430838,0.5524565089796711
frozenset({'STRAWBERRY CHARLOTTE BAG'}),frozenset({'WOODLAND CHARLOTTE BAG'}),0.03734946445418725,0.037793440257505966,0.02075586880515012,0.5557206537890045,14.704156329844452,1.0,0.01934430405165095,2.1657692799555135,0.9681519757363654,0.3816326530612245,0.538270299955247,0.5524565089796711
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.06287807314501359,0.10738664742771518,0.03646151284754981,0.5798764342453664,5.399893265461115,1.0,0.02970924737579215,2.124644807698317,0.8694825412638174,0.2725010369141435,0.5293330930531744,0.4597056589831483
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.10738664742771518,0.06287807314501359,0.03646151284754981,0.33953488372093027,5.399893265461115,1.0,0.02970924737579215,1.4188817906607187,0.9128377388573007,0.2725010369141435,0.29521965354538926,0.4597056589831483
frozenset({'JUMBO BAG PINK POLKADOT'}),frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.06432099450579944,0.06287807314501359,0.02519562683833731,0.3917169974115617,6.229786916468606,1.0,0.02115124664104164,1.5406018627303961,0.8971889517717822,0.24700761697497287,0.35090303069755596,0.39621154371902007
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),frozenset({'JUMBO BAG PINK POLKADOT'}),0.06287807314501359,0.06432099450579944,0.02519562683833731,0.40070609002647845,6.229786916468607,1.0,0.02115124664104164,1.5613023758835485,0.8958075166926595,0.24700761697497287,0.35950907687942557,0.39621154371902007
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",frozenset({'JUMBO BAG RED RETROSPOT'}),0.02519562683833731,0.10738664742771518,0.0203118930018314,0.8061674008810572,7.507147491718745,1.0,0.017606219105822593,4.605073432588831,0.8891975006183123,0.1809194265941671,0.7828481967468148,0.49765734385138133
"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),0.04356512570064931,0.06287807314501359,0.0203118930018314,0.4662420382165605,7.415017905228777,1.0,0.01757260184145426,1.7557057579502728,0.9045451835899426,0.2358247422680413,0.4304284784214263,0.3946391126652088
"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",frozenset({'JUMBO BAG PINK POLKADOT'}),0.03646151284754981,0.06432099450579944,0.0203118930018314,0.5570776255707762,8.660898822398462,1.0,0.017966652234291013,2.112512393847731,0.9180105978573897,0.2524137931034483,0.5266299961542003,0.43643354962749337
frozenset({'JUMBO BAG PINK POLKADOT'}),"frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG RED RETROSPOT'})",0.06432099450579944,0.03646151284754981,0.0203118930018314,0.3157894736842105,8.660898822398462,1.0,0.017966652234291013,1.4082485581458886,0.945344009489917,0.2524137931034483,0.2898980835339125,0.43643354962749337
frozenset({'JUMBO SHOPPER VINTAGE RED PAISLEY'}),"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO BAG RED RETROSPOT'})",0.06287807314501359,0.04356512570064931,0.0203118930018314,0.32303618711385707,7.415017905228778,1.0,0.01757260184145426,1.4128301337433695,0.923186763827376,0.2358247422680413,0.2922008271790989,0.3946391126652088
frozenset({'JUMBO BAG RED RETROSPOT'}),"frozenset({'JUMBO BAG PINK POLKADOT', 'JUMBO SHOPPER VINTAGE RED PAISLEY'})",0.10738664742771518,0.02519562683833731,0.0203118930018314,0.18914728682170545,7.5071474917187455,1.0,0.017606219105822593,1.202196597876238,0.9710739926859399,0.1809194265941671,0.16818929469059554,0.49765734385138133
frozenset({'ALARM CLOCK BAKELIKE RED '}),frozenset({'ALARM CLOCK BAKELIKE GREEN'}),0.051612187135801096,0.048615350463399744,0.031244797158554858,0.6053763440860215,12.45237025580596,1.0,0.028735652592765316,2.4108657331581425,0.9697446458084293,0.4529364440868866,0.5852112433113237,0.624035204006481
frozenset({'ALARM CLOCK BAKELIKE GREEN'}),frozenset({'ALARM CLOCK BAKELIKE RED '}),0.048615350463399744,0.051612187135801096,0.031244797158554858,0.6426940639269406,12.452370255805961,1.0,0.028735652592765316,2.6542738788148186,0.9666899756297176,0.4529364440868866,0.6232491273860111,0.624035204006481
frozenset({'JUMBO BAG RED RETROSPOT'}),frozenset({'RECYCLING BAG RETROSPOT '}),0.10738664742771518,0.03940285254453632,0.022309784116765638,0.20775193798449615,5.272510099355825,1.0,0.018078443882919265,1.2124954209565049,0.9078253349022111,0.17922425323227825,0.17525461728249098,0.3869745605415439
frozenset({'RECYCLING BAG RETROSPOT '}),frozenset({'JUMBO BAG RED RETROSPOT'}),0.03940285254453632,0.10738664742771518,0.022309784116765638,0.5661971830985916,5.272510099355825,1.0,0.018078443882919265,2.0576476633971503,0.8435763294567661,0.17922425323227825,0.5140081473671675,0.3869745605415439
frozenset({'NATURAL SLATE HEART CHALKBOARD '}),frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),0.06765081303068983,0.11998446084688384,0.022753759920084354,0.3363412633305988,2.8032068565929973,1.0,0.014636713592743692,1.326006109057662,0.6899407665505226,0.1380006731740155,0.24585566147153057,0.2629902431361597
frozenset({'WHITE HANGING HEART T-LIGHT HOLDER'}),frozenset({'NATURAL SLATE HEART CHALKBOARD '}),0.11998446084688384,0.06765081303068983,0.022753759920084354,0.18963922294172061,2.8032068565929973,1.0,0.014636713592743692,1.150535925929023,0.730970856911697,0.1380006731740155,0.1308398308444562,0.2629902431361597
